[2026-07-20T10:15:51.231Z] GET file:///private/tmp/claude-501/-Users-ruru/cb7e9270-0273-43a2-94eb-dae0bf1dfe45/scratchpad/embedtest.html → 200 (5ms, 541B)
[2026-07-20T10:15:51.245Z] GET https://maps.google.com/maps?q=2827+James+M+Wood+Blvd,+Los+Angeles,+CA+90006&output=embed → 301 (98ms, ?B)
[2026-07-20T10:15:51.245Z] GET https://maps.google.com/maps?saddr=2827+James+M+Wood+Blvd,+Los+Angeles,+CA+90006&daddr=Japanese+American+National+Museum,+100+N+Central+Ave,+Los+Angeles,+CA+90012&output=embed → 301 (98ms, ?B)
[2026-07-20T10:15:51.343Z] GET https://www.google.com/maps/embed?origin=mfe&pb=!1m2!2m1!1s2827+James+M+Wood+Blvd,+Los+Angeles,+CA+90006 → pending (?ms, ?B)
[2026-07-20T10:15:51.343Z] GET https://www.google.com/maps/embed?origin=mfe&pb=!1m5!4m4!4m1!2s2827+James+M+Wood+Blvd,+Los+Angeles,+CA+90006!4m1!2sJapanese+American+National+Museum,+100+N+Central+Ave,+Los+Angeles,+CA+90012 → pending (?ms, ?B)
[2026-07-20T10:15:51.759Z] GET https://maps.gstatic.com/maps-api-v3/embed/js/65/6a/init_embed.js → 200 (50ms, 251063B)
[2026-07-20T10:15:51.759Z] GET https://maps.googleapis.com/maps/api/js?key=AIzaSyCmL18misQw9KdwqGaw3zHkitj8vG6QF2Y&paint_origin=&libraries=geometry,search&v=weekly&loading=async&language=en_US&experimentation=allowed&callback=onApiLoad → 200 (73ms, 13450B)
[2026-07-20T10:15:51.837Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/search.js → 200 (13ms, 2621B)
[2026-07-20T10:15:51.837Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/geometry.js → 200 (18ms, 6968B)
[2026-07-20T10:15:51.838Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/main.js → 200 (25ms, 298704B)
[2026-07-20T10:15:51.892Z] GET https://maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true → 200 (59ms, 3B)
[2026-07-20T10:15:51.917Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/common.js → 200 (9ms, 127917B)
[2026-07-20T10:15:51.917Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/util.js → 200 (9ms, 317044B)
[2026-07-20T10:15:51.918Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/map.js → 200 (8ms, 81192B)
[2026-07-20T10:15:51.918Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/controls.js → 200 (30ms, 102268B)
[2026-07-20T10:15:51.918Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/places_impl.js → 200 (29ms, 11715B)
[2026-07-20T10:15:51.918Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/places.js → 200 (33ms, 445454B)
[2026-07-20T10:15:51.924Z] GET https://maps.googleapis.com/maps/api/js/StaticMapService.GetMapImage?1m2&1i1437766&2i3349309&2e1&3u15&4m2&1u360&2u200&5m6&1e0&5sen-US&6sus&10b1&12b1&14i47083502&8e1&key=AIzaSyCmL18misQw9KdwqGaw3zHkitj8vG6QF2Y&token=76918 → 200 (91ms, 11385B)
[2026-07-20T10:15:51.925Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/onion.js → 200 (26ms, 30917B)
[2026-07-20T10:15:51.925Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/search_impl.js → 200 (26ms, 3569B)
[2026-07-20T10:15:51.944Z] GET https://maps.gstatic.com/mapfiles/openhand_8_8.cur → 200 (18ms, 326B)
[2026-07-20T10:15:51.952Z] GET https://maps.googleapis.com/maps-api-v3/api/js/65/6a/log.js → 200 (17ms, 28512B)
